Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
31-12-2020,2400,Respiratory Medicine,Child,0-15,18 Months +,5
31-12-2020,2600,General Surgery,Adult,65+, 0-3 Months,193
31-12-2020,2600,General Surgery,Adult,65+, 6-9 Months,57
31-12-2020,2600,General Surgery,Adult,65+,15-18 Months,23
31-12-2020,2600,General Surgery,Adult,65+,18 Months +,57
31-12-2020,2604,Vascular Surgery,Adult,16-64, 9-12 Months,101
31-12-2020,2604,Vascular Surgery,Adult,65+,18 Months +,149
31-12-2020,2700,Infectious Diseases,Adult,65+, 0-3 Months,4
31-12-2020,5000,General Medicine,Adult,16-64, 3-6 Months,28
31-12-2020,5000,General Medicine,Adult,16-64, 6-9 Months,11
31-12-2020,5000,General Medicine,Adult,16-64,12-15 Months,6
31-12-2020,5000,General Medicine,Adult,16-64,15-18 Months,3
31-12-2020,5000,General Medicine,Adult,65+, 9-12 Months,11
31-12-2020,5000,General Medicine,Child,0-15,12-15 Months,1
31-12-2020,7200,Paediatric Surgery,Child,0-15, 3-6 Months,8
31-12-2020,7800,Urology,Adult,16-64, 3-6 Months,142
31-12-2020,7800,Urology,Adult,16-64,12-15 Months,123
31-12-2020,7800,Urology,Adult,65+, 9-12 Months,89
31-12-2020,8003,Pain Relief,Adult,16-64,18 Months +,338
31-12-2020,8003,Pain Relief,Adult,65+, 3-6 Months,26
31-12-2020,8003,Pain Relief,Adult,65+, 6-9 Months,10
31-12-2020,8003,Pain Relief,Adult,65+,12-15 Months,23
31-12-2020,1800,Orthopaedics,Adult,16-64, 0-3 Months,576
31-12-2020,1800,Orthopaedics,Adult,16-64, 6-9 Months,272
31-12-2020,1800,Orthopaedics,Adult,16-64,15-18 Months,378
31-12-2020,1800,Orthopaedics,Adult,16-64,18 Months +,1803
31-12-2020,1800,Orthopaedics,Adult,65+, 3-6 Months,260
31-12-2020,1800,Orthopaedics,Adult,65+,12-15 Months,192
31-12-2020,1800,Orthopaedics,Child,0-15, 0-3 Months,54
31-12-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,44
31-12-2020,1800,Orthopaedics,Child,0-15, 6-9 Months,34
31-12-2020,1800,Orthopaedics,Child,0-15,12-15 Months,14
31-12-2020,1800,Orthopaedics,Child,0-15,15-18 Months,2
31-12-2020,2500,Rheumatology,Adult,16-64, 0-3 Months,22
31-12-2020,2500,Rheumatology,Adult,65+, 3-6 Months,1
31-12-2020,2500,Rheumatology,Adult,65+, 6-9 Months,2
31-12-2020,2500,Rheumatology,Adult,65+,12-15 Months,1
31-12-2020,2500,Rheumatology,Adult,65+,15-18 Months,2
31-12-2020,2500,Rheumatology,Child,0-15, 0-3 Months,1
31-12-2020,0,Small Volume Specialities,Child,0-15, 0-3 Months,2
31-12-2020,0,Small Volume Specialities,Child,0-15,12-15 Months,1
31-12-2020,100,Cardiology,Adult,16-64, 9-12 Months,88
31-12-2020,100,Cardiology,Adult,65+, 0-3 Months,39
31-12-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,48
31-12-2020,1503,Gynaecology,Adult,16-64,18 Months +,62
31-12-2020,1503,Gynaecology,Adult,65+, 3-6 Months,5
31-12-2020,1503,Gynaecology,Adult,65+, 6-9 Months,3
31-12-2020,1503,Gynaecology,Adult,65+,12-15 Months,1
31-12-2020,1503,Gynaecology,Child,0-15, 0-3 Months,1
31-12-2020,2003,Maxillo-Facial,Adult,16-64, 0-3 Months,30
31-12-2020,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,24
31-12-2020,2003,Maxillo-Facial,Adult,16-64, 6-9 Months,9
31-12-2020,2003,Maxillo-Facial,Adult,16-64,12-15 Months,25
31-12-2020,2003,Maxillo-Facial,Adult,16-64,15-18 Months,9
31-12-2020,2003,Maxillo-Facial,Child,0-15,12-15 Months,1
31-12-2020,2003,Maxillo-Facial,Child,0-15,15-18 Months,2
31-12-2020,2500,Rheumatology,Adult,16-64, 9-12 Months,24
31-12-2020,2500,Rheumatology,Adult,65+,18 Months +,6
31-12-2020,5000,General Medicine,Adult,16-64, 6-9 Months,6
31-12-2020,100,Cardiology,Adult,16-64, 0-3 Months,73
31-12-2020,100,Cardiology,Adult,16-64,18 Months +,139
31-12-2020,100,Cardiology,Adult,65+, 3-6 Months,49
31-12-2020,100,Cardiology,Adult,65+, 6-9 Months,16
31-12-2020,100,Cardiology,Adult,65+,12-15 Months,64
31-12-2020,100,Cardiology,Adult,65+,15-18 Months,42
31-12-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,89
31-12-2020,1503,Gynaecology,Adult,16-64, 3-6 Months,64
31-12-2020,1503,Gynaecology,Adult,16-64,12-15 Months,34
31-12-2020,1503,Gynaecology,Adult,65+, 6-9 Months,4
31-12-2020,1503,Gynaecology,Adult,65+,15-18 Months,7
31-12-2020,1503,Gynaecology,Child,0-15, 0-3 Months,3
31-12-2020,1900,Paediatrics,Child,0-15, 9-12 Months,5
31-12-2020,2000,Plastic Surgery,Adult,16-64, 9-12 Months,30
31-12-2020,2000,Plastic Surgery,Child,0-15, 9-12 Months,5
31-12-2020,2500,Rheumatology,Adult,65+, 0-3 Months,5
31-12-2020,2500,Rheumatology,Adult,65+, 3-6 Months,6
31-12-2020,2500,Rheumatology,Adult,65+, 6-9 Months,1
31-12-2020,2500,Rheumatology,Adult,65+,12-15 Months,2
31-12-2020,2500,Rheumatology,Adult,65+,15-18 Months,5
31-12-2020,2500,Rheumatology,Adult,65+,18 Months +,61
31-12-2020,5000,General Medicine,Adult,16-64, 9-12 Months,3
31-12-2020,5000,General Medicine,Adult,65+,18 Months +,1
31-12-2020,1503,Gynaecology,Adult,16-64, 9-12 Months,50
31-12-2020,1503,Gynaecology,Child,0-15, 9-12 Months,1
31-12-2020,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,1
31-12-2020,2400,Respiratory Medicine,Adult,65+, 0-3 Months,19
31-12-2020,2600,General Surgery,Adult,16-64, 9-12 Months,4
31-12-2020,2600,General Surgery,Adult,65+,18 Months +,1
31-12-2020,5000,General Medicine,Adult,16-64, 0-3 Months,9
31-12-2020,5000,General Medicine,Adult,16-64, 3-6 Months,6
31-12-2020,1503,Gynaecology,Adult,65+,15-18 Months,3
31-12-2020,1503,Gynaecology,Child,0-15, 0-3 Months,8
31-12-2020,1503,Gynaecology,Child,0-15, 3-6 Months,4
31-12-2020,1503,Gynaecology,Child,0-15, 6-9 Months,1
31-12-2020,1503,Gynaecology,Child,0-15,12-15 Months,2
31-12-2020,1800,Orthopaedics,Adult,16-64,18 Months +,98
31-12-2020,1800,Orthopaedics,Adult,65+, 0-3 Months,92
31-12-2020,1800,Orthopaedics,Adult,65+, 3-6 Months,64
31-12-2020,1800,Orthopaedics,Adult,65+, 6-9 Months,14
31-12-2020,1800,Orthopaedics,Adult,65+,12-15 Months,60
31-12-2020,1800,Orthopaedics,Child,0-15, 0-3 Months,7
31-12-2020,1800,Orthopaedics,Child,0-15,18 Months +,1
31-12-2020,2300,Nephrology,Adult,16-64, 9-12 Months,1
31-12-2020,2300,Nephrology,Adult,65+, 0-3 Months,19
31-12-2020,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,52
31-12-2020,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,51
31-12-2020,2400,Respiratory Medicine,Adult,16-64,12-15 Months,67
31-12-2020,2400,Respiratory Medicine,Adult,65+, 9-12 Months,23
31-12-2020,2400,Respiratory Medicine,Adult,65+,15-18 Months,26
31-12-2020,2600,General Surgery,Adult,16-64, 0-3 Months,173
31-12-2020,2600,General Surgery,Adult,16-64, 6-9 Months,52
31-12-2020,2600,General Surgery,Adult,16-64,15-18 Months,2
31-12-2020,2600,General Surgery,Adult,65+, 3-6 Months,53
31-12-2020,2600,General Surgery,Adult,65+,12-15 Months,3
31-12-2020,2600,General Surgery,Child,0-15, 0-3 Months,10
31-12-2020,2600,General Surgery,Child,0-15, 6-9 Months,1
31-12-2020,2600,General Surgery,Child,0-15,12-15 Months,2
31-12-2020,100,Cardiology,Adult,16-64, 9-12 Months,123
31-12-2020,300,Dermatology,Adult,16-64, 0-3 Months,667
31-12-2020,300,Dermatology,Adult,16-64, 6-9 Months,200
31-12-2020,300,Dermatology,Adult,16-64,15-18 Months,234
31-12-2020,300,Dermatology,Adult,16-64,18 Months +,369
31-12-2020,300,Dermatology,Adult,65+, 3-6 Months,156
31-12-2020,300,Dermatology,Adult,65+,12-15 Months,116
31-12-2020,300,Dermatology,Child,0-15, 0-3 Months,160
31-12-2020,300,Dermatology,Child,0-15, 3-6 Months,94
31-12-2020,300,Dermatology,Child,0-15, 6-9 Months,37
31-12-2020,300,Dermatology,Child,0-15,12-15 Months,65
31-12-2020,300,Dermatology,Child,0-15,15-18 Months,63
31-12-2020,400,Endocrinology,Adult,16-64, 0-3 Months,114
31-12-2020,400,Endocrinology,Adult,65+, 3-6 Months,29
31-12-2020,400,Endocrinology,Adult,65+, 6-9 Months,5
31-12-2020,400,Endocrinology,Adult,65+,12-15 Months,1
31-12-2020,400,Endocrinology,Child,0-15, 0-3 Months,1
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,152
31-12-2020,600,Otolaryngology (ENT),Adult,16-64,18 Months +,627
31-12-2020,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,48
31-12-2020,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,34
31-12-2020,600,Otolaryngology (ENT),Adult,65+,12-15 Months,23
31-12-2020,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,2
31-12-2020,600,Otolaryngology (ENT),Child,0-15,18 Months +,1
31-12-2020,601,Paediatric ENT,Child,0-15, 9-12 Months,53
31-12-2020,700,Gastro-Enterology,Adult,16-64, 3-6 Months,71
31-12-2020,5000,General Medicine,Adult,16-64,12-15 Months,1
31-12-2020,7800,Urology,Adult,16-64, 3-6 Months,5
31-12-2020,7800,Urology,Adult,16-64, 6-9 Months,1
31-12-2020,7800,Urology,Adult,16-64,12-15 Months,4
31-12-2020,7800,Urology,Adult,16-64,15-18 Months,2
31-12-2020,7800,Urology,Adult,65+, 9-12 Months,1
31-12-2020,8003,Pain Relief,Adult,16-64, 9-12 Months,60
31-12-2020,8003,Pain Relief,Adult,16-64,18 Months +,242
31-12-2020,8003,Pain Relief,Adult,65+, 0-3 Months,37
31-12-2020,700,Gastro-Enterology,Adult,16-64, 6-9 Months,30
31-12-2020,700,Gastro-Enterology,Adult,16-64,12-15 Months,18
31-12-2020,700,Gastro-Enterology,Adult,65+, 9-12 Months,16
31-12-2020,1503,Gynaecology,Adult,16-64, 9-12 Months,156
31-12-2020,1503,Gynaecology,Adult,65+, 3-6 Months,11
31-12-2020,1503,Gynaecology,Adult,65+, 6-9 Months,6
31-12-2020,1503,Gynaecology,Adult,65+,12-15 Months,5
31-12-2020,1503,Gynaecology,Child,0-15, 0-3 Months,13
31-12-2020,1600,Oncology,Adult,16-64, 0-3 Months,6
31-12-2020,1700,Ophthalmology,Adult,65+, 0-3 Months,32
31-12-2020,1900,Paediatrics,Adult,16-64, 3-6 Months,3
31-12-2020,1900,Paediatrics,Adult,16-64, 6-9 Months,3
31-12-2020,1900,Paediatrics,Adult,16-64,12-15 Months,1
31-12-2020,1900,Paediatrics,Adult,16-64,15-18 Months,4
31-12-2020,1900,Paediatrics,Child,0-15, 6-9 Months,116
31-12-2020,1900,Paediatrics,Child,0-15,15-18 Months,49
31-12-2020,2400,Respiratory Medicine,Adult,16-64,18 Months +,28
31-12-2020,2400,Respiratory Medicine,Adult,65+, 3-6 Months,12
31-12-2020,2400,Respiratory Medicine,Adult,65+, 6-9 Months,13
31-12-2020,2400,Respiratory Medicine,Adult,65+,12-15 Months,24
31-12-2020,2600,General Surgery,Adult,65+, 0-3 Months,48
31-12-2020,2600,General Surgery,Adult,65+, 3-6 Months,11
31-12-2020,2700,Infectious Diseases,Adult,16-64, 0-3 Months,6
31-12-2020,7800,Urology,Adult,16-64, 9-12 Months,95
31-12-2020,100,Cardiology,Adult,16-64, 0-3 Months,489
31-12-2020,100,Cardiology,Adult,65+, 3-6 Months,116
31-12-2020,100,Cardiology,Adult,65+, 6-9 Months,31
31-12-2020,100,Cardiology,Child,0-15, 0-3 Months,1
31-12-2020,300,Dermatology,Adult,16-64, 9-12 Months,242
31-12-2020,300,Dermatology,Adult,65+,18 Months +,30
31-12-2020,400,Endocrinology,Adult,65+, 9-12 Months,26
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,666
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,451
31-12-2020,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,241
31-12-2020,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,54
31-12-2020,700,Gastro-Enterology,Adult,16-64, 9-12 Months,1
31-12-2020,700,Gastro-Enterology,Adult,65+, 3-6 Months,31
31-12-2020,900,Geriatric Medicine,Adult,65+, 0-3 Months,80
31-12-2020,1100,Haematology,Adult,65+, 0-3 Months,89
31-12-2020,1100,Haematology,Adult,65+, 3-6 Months,89
31-12-2020,1100,Haematology,Adult,65+,12-15 Months,8
31-12-2020,1300,Neurology,Adult,16-64,18 Months +,14
31-12-2020,1300,Neurology,Adult,65+, 0-3 Months,138
31-12-2020,1300,Neurology,Adult,65+,15-18 Months,1
31-12-2020,1400,Neurosurgery,Adult,16-64, 9-12 Months,9
31-12-2020,1503,Gynaecology,Adult,16-64, 3-6 Months,125
31-12-2020,1503,Gynaecology,Adult,16-64, 6-9 Months,38
31-12-2020,1503,Gynaecology,Adult,65+, 9-12 Months,2
31-12-2020,1503,Gynaecology,Child,0-15, 3-6 Months,1
31-12-2020,1700,Ophthalmology,Adult,16-64, 3-6 Months,90
31-12-2020,1700,Ophthalmology,Adult,16-64, 6-9 Months,2
31-12-2020,1800,Orthopaedics,Adult,16-64, 0-3 Months,510
31-12-2020,1800,Orthopaedics,Adult,16-64, 6-9 Months,150
31-12-2020,1800,Orthopaedics,Adult,65+, 3-6 Months,104
31-12-2020,2000,Plastic Surgery,Adult,16-64, 9-12 Months,212
31-12-2020,2100,Psychiatry,Adult,16-64, 0-3 Months,22
31-12-2020,2300,Nephrology,Adult,65+, 0-3 Months,28
31-12-2020,2300,Nephrology,Child,0-15, 0-3 Months,1
31-12-2020,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,121
31-12-2020,2400,Respiratory Medicine,Adult,16-64,12-15 Months,2
31-12-2020,2500,Rheumatology,Adult,16-64, 0-3 Months,198
31-12-2020,2500,Rheumatology,Adult,65+, 3-6 Months,5
31-12-2020,2500,Rheumatology,Child,0-15, 0-3 Months,1
31-12-2020,2604,Vascular Surgery,Adult,16-64, 3-6 Months,67
31-12-2020,2604,Vascular Surgery,Child,0-15, 3-6 Months,1
31-12-2020,7800,Urology,Adult,16-64, 0-3 Months,445
31-12-2020,7800,Urology,Adult,16-64,18 Months +,4
31-12-2020,7800,Urology,Adult,65+, 3-6 Months,71
31-12-2020,7800,Urology,Adult,65+, 6-9 Months,38
31-12-2020,7800,Urology,Adult,65+,12-15 Months,39
31-12-2020,7800,Urology,Adult,65+,15-18 Months,7
31-12-2020,7800,Urology,Child,0-15, 0-3 Months,2
31-12-2020,7900,Clinical Immunology,Adult,65+, 0-3 Months,12
31-12-2020,8003,Pain Relief,Adult,16-64, 3-6 Months,120
31-12-2020,8003,Pain Relief,Adult,16-64,12-15 Months,103
31-12-2020,8003,Pain Relief,Adult,65+, 9-12 Months,38
31-12-2020,1503,Gynaecology,Adult,16-64, 9-12 Months,293
31-12-2020,1503,Gynaecology,Adult,65+,18 Months +,3
31-12-2020,100,Cardiology,Adult,16-64,18 Months +,195
31-12-2020,100,Cardiology,Adult,65+, 0-3 Months,172
31-12-2020,100,Cardiology,Adult,65+, 3-6 Months,136
31-12-2020,100,Cardiology,Adult,65+, 6-9 Months,25
31-12-2020,100,Cardiology,Adult,65+,15-18 Months,35
31-12-2020,100,Cardiology,Child,0-15,12-15 Months,10
31-12-2020,100,Cardiology,Child,0-15,18 Months +,11
31-12-2020,300,Dermatology,Adult,16-64, 3-6 Months,102
31-12-2020,300,Dermatology,Adult,16-64,12-15 Months,102
31-12-2020,300,Dermatology,Adult,65+, 9-12 Months,46
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,208
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,135
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,82
31-12-2020,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,206
31-12-2020,600,Otolaryngology (ENT),Adult,16-64,18 Months +,1422
31-12-2020,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,53
31-12-2020,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,27
31-12-2020,600,Otolaryngology (ENT),Child,0-15,12-15 Months,81
31-12-2020,600,Otolaryngology (ENT),Child,0-15,15-18 Months,61
31-12-2020,700,Gastro-Enterology,Adult,65+,18 Months +,1
31-12-2020,900,Geriatric Medicine,Adult,16-64, 9-12 Months,3
31-12-2020,1100,Haematology,Adult,16-64, 9-12 Months,45
31-12-2020,1100,Haematology,Adult,65+,18 Months +,29
31-12-2020,1300,Neurology,Adult,16-64, 9-12 Months,53
31-12-2020,1300,Neurology,Adult,65+,18 Months +,69
31-12-2020,1300,Neurology,Child,0-15, 9-12 Months,1
31-12-2020,1503,Gynaecology,Adult,16-64, 0-3 Months,341
31-12-2020,1503,Gynaecology,Adult,16-64, 6-9 Months,56
31-12-2020,1503,Gynaecology,Adult,16-64,15-18 Months,57
30-06-2020,1100,Haematology,Child,0-15, 3-6 Months,16
30-06-2020,1100,Haematology,Child,0-15, 9-12 Months,1
30-06-2020,1100,Haematology,Child,0-15,12-15 Months,2
30-06-2020,1300,Neurology,Adult,65+,15-18 Months,4
30-06-2020,1300,Neurology,Child,0-15, 0-3 Months,2
30-06-2020,1300,Neurology,Child,0-15, 3-6 Months,6
30-06-2020,1400,Neurosurgery,Adult,16-64, 0-3 Months,309
30-06-2020,1400,Neurosurgery,Adult,16-64, 6-9 Months,396
30-06-2020,1400,Neurosurgery,Adult,16-64, 9-12 Months,357
30-06-2020,1700,Ophthalmology,Adult,16-64,15-18 Months,135
30-06-2020,1700,Ophthalmology,Adult,65+, 0-3 Months,166
30-06-2020,1700,Ophthalmology,Adult,65+, 3-6 Months,378
30-06-2020,1700,Ophthalmology,Adult,65+, 6-9 Months,353
30-06-2020,1700,Ophthalmology,Adult,65+, 9-12 Months,367
30-06-2020,1700,Ophthalmology,Adult,65+,12-15 Months,297
30-06-2020,1700,Ophthalmology,Adult,65+,18 Months +,1876
30-06-2020,1800,Orthopaedics,Adult,16-64, 3-6 Months,34
30-06-2020,1902,Paed Cardiology,Adult,16-64, 0-3 Months,4
30-06-2020,1902,Paed Cardiology,Adult,16-64, 3-6 Months,3
30-06-2020,1902,Paed Cardiology,Adult,16-64, 6-9 Months,7
30-06-2020,1902,Paed Cardiology,Adult,16-64,12-15 Months,6
30-06-2020,1905,Paed Endocrinology,Adult,16-64,15-18 Months,1
30-06-2020,1905,Paed Endocrinology,Child,0-15, 3-6 Months,47
30-06-2020,1905,Paed Endocrinology,Child,0-15, 6-9 Months,36
30-06-2020,1905,Paed Endocrinology,Child,0-15,12-15 Months,19
30-06-2020,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,63
30-06-2020,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,42
30-06-2020,2000,Plastic Surgery,Adult,65+, 0-3 Months,64
30-06-2020,2000,Plastic Surgery,Adult,65+, 9-12 Months,38
30-06-2020,2000,Plastic Surgery,Child,0-15,12-15 Months,27
30-06-2020,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,2
30-06-2020,2300,Nephrology,Child,0-15, 3-6 Months,1
30-06-2020,2500,Rheumatology,Adult,16-64, 0-3 Months,153
30-06-2020,2500,Rheumatology,Adult,16-64, 6-9 Months,199
30-06-2020,2500,Rheumatology,Adult,16-64, 9-12 Months,152
30-06-2020,2500,Rheumatology,Adult,65+, 3-6 Months,60
30-06-2020,2500,Rheumatology,Adult,65+,12-15 Months,48
30-06-2020,2600,General Surgery,Adult,16-64,12-15 Months,20
30-06-2020,2600,General Surgery,Adult,65+, 0-3 Months,76
30-06-2020,2600,General Surgery,Adult,65+, 6-9 Months,10
30-06-2020,2600,General Surgery,Adult,65+, 9-12 Months,9
30-06-2020,2603,Hepato-Biliary Surgery,Adult,16-64, 0-3 Months,5
30-06-2020,2603,Hepato-Biliary Surgery,Adult,65+, 3-6 Months,4
30-06-2020,2604,Vascular Surgery,Adult,65+, 0-3 Months,49
30-06-2020,2604,Vascular Surgery,Adult,65+, 6-9 Months,32
30-06-2020,2604,Vascular Surgery,Adult,65+, 9-12 Months,27
30-06-2020,2604,Vascular Surgery,Adult,65+,18 Months +,36
30-06-2020,2605,Breast Surgery,Adult,16-64, 0-3 Months,506
30-06-2020,2605,Breast Surgery,Adult,16-64, 3-6 Months,615
30-06-2020,2605,Breast Surgery,Adult,16-64, 6-9 Months,136
30-06-2020,2605,Breast Surgery,Adult,16-64, 9-12 Months,5
31-12-2020,1503,Gynaecology,Adult,16-64,18 Months +,369
31-12-2020,1503,Gynaecology,Adult,65+, 3-6 Months,14
31-12-2020,1503,Gynaecology,Adult,65+,12-15 Months,16
31-12-2020,1503,Gynaecology,Child,0-15, 0-3 Months,5
31-12-2020,1503,Gynaecology,Child,0-15, 3-6 Months,1
31-12-2020,1503,Gynaecology,Child,0-15, 6-9 Months,2
31-12-2020,1503,Gynaecology,Child,0-15,12-15 Months,1
31-12-2020,1800,Orthopaedics,Adult,16-64, 0-3 Months,331
31-12-2020,1800,Orthopaedics,Adult,16-64,18 Months +,304
31-12-2020,1800,Orthopaedics,Adult,65+, 3-6 Months,142
31-12-2020,1800,Orthopaedics,Adult,65+, 6-9 Months,88
31-12-2020,1800,Orthopaedics,Adult,65+,12-15 Months,140
31-12-2020,1800,Orthopaedics,Adult,65+,15-18 Months,83
31-12-2020,1800,Orthopaedics,Child,0-15, 0-3 Months,37
31-12-2020,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,48
31-12-2020,2003,Maxillo-Facial,Adult,16-64,12-15 Months,46
31-12-2020,2003,Maxillo-Facial,Adult,65+, 9-12 Months,14
31-12-2020,2300,Nephrology,Adult,65+, 0-3 Months,33
31-12-2020,2300,Nephrology,Adult,65+, 3-6 Months,12
31-12-2020,2300,Nephrology,Adult,65+, 6-9 Months,4
31-12-2020,2300,Nephrology,Adult,65+,12-15 Months,2
31-12-2020,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,73
31-12-2020,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,37
31-12-2020,2400,Respiratory Medicine,Adult,16-64,12-15 Months,117
31-12-2020,2400,Respiratory Medicine,Adult,16-64,15-18 Months,66
31-12-2020,2400,Respiratory Medicine,Child,0-15, 3-6 Months,1
31-12-2020,2400,Respiratory Medicine,Child,0-15,12-15 Months,1
31-12-2020,2600,General Surgery,Adult,16-64, 0-3 Months,423
31-12-2020,2600,General Surgery,Adult,16-64, 3-6 Months,147
31-12-2020,2600,General Surgery,Adult,16-64,12-15 Months,80
31-12-2020,2600,General Surgery,Adult,16-64,15-18 Months,62
31-12-2020,2600,General Surgery,Adult,65+, 9-12 Months,55
31-12-2020,2600,General Surgery,Child,0-15, 3-6 Months,7
31-12-2020,2600,General Surgery,Child,0-15,12-15 Months,1
31-12-2020,2600,General Surgery,Child,0-15,15-18 Months,2
31-12-2020,5000,General Medicine,Adult,16-64, 9-12 Months,96
31-12-2020,5000,General Medicine,Child,0-15, 9-12 Months,1
31-12-2020,7800,Urology,Adult,65+, 0-3 Months,138
31-12-2020,7800,Urology,Child,0-15,18 Months +,22
31-12-2020,8000,Anaesthetics,Adult,16-64, 9-12 Months,10
31-12-2020,8000,Anaesthetics,Adult,16-64,15-18 Months,17
31-12-2020,100,Cardiology,Adult,16-64, 0-3 Months,2
31-12-2020,300,Dermatology,Adult,65+, 9-12 Months,44
31-12-2020,400,Endocrinology,Child,0-15, 9-12 Months,1
31-12-2020,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,12
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,177
31-12-2020,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,105
31-12-2020,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,211
31-12-2020,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,73
31-12-2020,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,66
31-12-2020,600,Otolaryngology (ENT),Child,0-15,12-15 Months,122
31-12-2020,1100,Haematology,Adult,16-64,18 Months +,5
31-12-2020,1100,Haematology,Adult,65+, 0-3 Months,14
31-12-2020,1100,Haematology,Adult,65+, 3-6 Months,6
31-12-2020,1100,Haematology,Adult,65+, 6-9 Months,2
31-12-2020,1300,Neurology,Adult,16-64, 9-12 Months,66
31-12-2020,1300,Neurology,Adult,16-64,18 Months +,309
31-12-2020,1300,Neurology,Adult,65+, 0-3 Months,23
31-12-2020,1300,Neurology,Adult,65+, 3-6 Months,12
31-12-2020,1300,Neurology,Adult,65+,12-15 Months,17
31-12-2020,1503,Gynaecology,Adult,16-64, 3-6 Months,107
31-12-2020,1503,Gynaecology,Adult,16-64, 6-9 Months,70
31-12-2020,1503,Gynaecology,Adult,16-64,12-15 Months,90
31-12-2020,1503,Gynaecology,Adult,16-64,15-18 Months,52
31-12-2020,1503,Gynaecology,Adult,65+, 9-12 Months,15
31-12-2020,1503,Gynaecology,Child,0-15, 6-9 Months,2
31-12-2020,1700,Ophthalmology,Adult,16-64, 0-3 Months,200
31-12-2020,1700,Ophthalmology,Adult,16-64, 3-6 Months,126
31-12-2020,1700,Ophthalmology,Adult,16-64, 6-9 Months,45
31-12-2020,1700,Ophthalmology,Adult,16-64,12-15 Months,39
31-12-2020,1700,Ophthalmology,Adult,16-64,15-18 Months,25
31-12-2020,1700,Ophthalmology,Adult,16-64,18 Months +,7
31-12-2020,1700,Ophthalmology,Child,0-15, 6-9 Months,9
31-12-2020,1700,Ophthalmology,Child,0-15,12-15 Months,4
31-12-2020,1800,Orthopaedics,Adult,16-64, 0-3 Months,288
31-12-2020,1800,Orthopaedics,Adult,16-64,15-18 Months,170
31-12-2020,1800,Orthopaedics,Adult,16-64,18 Months +,1017
31-12-2020,1800,Orthopaedics,Adult,65+, 3-6 Months,133
31-12-2020,1800,Orthopaedics,Adult,65+, 6-9 Months,53
31-12-2020,1800,Orthopaedics,Adult,65+,12-15 Months,125
31-12-2020,1800,Orthopaedics,Child,0-15, 0-3 Months,26
31-12-2020,1800,Orthopaedics,Child,0-15, 3-6 Months,27
31-12-2020,1800,Orthopaedics,Child,0-15, 6-9 Months,17
31-12-2020,1800,Orthopaedics,Child,0-15,15-18 Months,22
31-12-2020,1900,Paediatrics,Adult,16-64, 9-12 Months,6
31-12-2020,2300,Nephrology,Adult,16-64,18 Months +,1
31-12-2020,2300,Nephrology,Adult,65+, 3-6 Months,24
31-12-2020,2300,Nephrology,Adult,65+, 6-9 Months,9
31-12-2020,2300,Nephrology,Adult,65+,12-15 Months,6
31-12-2020,2300,Nephrology,Adult,65+,15-18 Months,1
31-12-2020,2300,Nephrology,Child,0-15, 0-3 Months,1
31-12-2020,2300,Nephrology,Child,0-15, 6-9 Months,1
31-12-2020,2500,Rheumatology,Adult,16-64,12-15 Months,99
31-12-2020,2500,Rheumatology,Adult,16-64,18 Months +,102
31-12-2020,2500,Rheumatology,Adult,65+, 0-3 Months,69
31-12-2020,2500,Rheumatology,Adult,65+, 3-6 Months,64
